"post_uri","doi","notice_type","replied_at"
"at://did:plc:hmt35iutbefnv4cxst3cf22v/app.bsky.feed.post/3mqqowfllus2a","10.1006/obhd.1998.2802","Retraction","2026-07-16T07:18:04Z"
