"post_uri","author_handle","author_display_name","post_text","doi","kind","notice_type","reply_text"
"at://did:plc:szc7xq5qv7wg2abye6tlvet2/app.bsky.feed.post/3mrkkqckgss2u","virussucks.com","VirusSucks.com","Unexpected detection of SARS-CoV-2 antibodies in the prepandemic period in Italy

Giovanni Apolone, Emanuele Montomoli, […], and Ugo Pastorino+13

Volume 107, Issue 5
doi.org/10.1177/0300...

#SARSCoV2 origins predate Wuhan
#Fauci diary is irrelevant 

#cats eat bats","10.1177/0300891620974755","retraction","Expression of concern","Did you know that there is a editorial notice of concern for this study? Reason: concerns/Issues about Third Party Involvement.

doi.org/10.1177/0300891620987756"
